encuest	th	sexo	edad	carnet	carnetanyos	conducebicicleta	conducemoto	conducevehiculoligero	conducecamion	kmturismo	acturismonum	opinionlimites	conductavelocidad	conductaalcohol	conductamovil	conductacinturon	opinionradares	acturismo	sancion	carnetpuntosperdidos	sancion_velocidad
352	Bizkaia	Mujer	44	1	26	0	0	0	0	125	0	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Hay demasiados	0	1	0	1
353	Bizkaia	Hombre	50	1	32	1	1	0	0	200	0	Estan ok	Alguna vez	A veces	Nunca	Siempre	Hay que cambiarlos de sitio	0	0	0	0
354	Araba	Hombre	60	1	40	0	0	0	0	200	1	Muy bajos	Alguna vez	A veces	Nunca	Siempre	Hay que cambiarlos de sitio	1	1	0	0
355	Bizkaia	Hombre	68	1	51	0	0	0	0	20	1	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Estan ok	1	1	0	1
356	Bizkaia	Hombre	24	1	6	0	0	0	0	500	0	Estan ok	Nunca	A veces	Nunca	Siempre	Estan ok	0	0	0	0
357	Bizkaia	Hombre	54	1	35	0	0	0	0	100	2	Muy bajos	Alguna vez	A veces	Nunca	Siempre	Hay que cambiarlos de sitio	1	1	0	1
358	Araba	Hombre	64	1	45	0	0	0	0	10	2	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Hay que colocar mas	1	1	0	1
359	Gipuzkoa	Mujer	62	1	30	0	0	0	0	30	0	Estan ok	Nunca	Nunca	Nunca	Siempre	Estan ok	0	0	0	0
360	Araba	Hombre	40	1	22	1	0	0	0	100	1	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Hay que cambiarlos de sitio	1	1	0	0
361	Bizkaia	Mujer	61	1	43	0	0	0	0	12	0	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Estan ok	0	0	0	0
362	Gipuzkoa	Mujer	46	1	26	0	0	0	0	10	0	Estan ok	Nunca	Nunca	Nunca	Siempre	Hay demasiados	0	0	0	0
363	Bizkaia	Hombre	80	1	62	0	0	0	0	50	0	Muy bajos	Nunca	Nunca	Nunca	Siempre	Estan ok	0	0	0	0
364	Araba	Hombre	56	1	35	1	0	0	0	150	1	Muy bajos	Alguna vez	Nunca	Nunca	Siempre	Hay que colocar mas	1	1	1	1
365	Araba	Hombre	45	1	20	1	0	0	0	10	1	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Estan ok	1	0	0	0
366	Bizkaia	Hombre	41	1	18	0	0	0	0	100	10	Estan ok	Alguna vez	Nunca	A veces	Siempre	Estan ok	1	1	1	1
367	Bizkaia	Mujer	29	1	5	0	0	0	0	210	1	Estan ok	Nunca	Nunca	Nunca	Siempre	Estan ok	1	0	0	0
368	Bizkaia	Mujer	60	1	32	0	0	0	0	200	2	Estan ok	Alguna vez	Nunca	Nunca	Siempre	No debe haber ninguno	1	0	0	0
369	Bizkaia	Mujer	23	1	4	0	0	0	0	0	0	Estan ok	Nunca	Nunca	Nunca	Siempre	Hay demasiados	0	0	0	0
370	Araba	Hombre	65	1	40	1	0	0	0	20	10	Estan ok	Alguna vez	A veces	A veces	No siempre	Hay demasiados	1	1	0	1
371	Bizkaia	Hombre	37	1	18	1	0	0	0	10	0	Muy bajos	Bastante/Mucho	Nunca	Nunca	Siempre	Estan ok	0	1	0	0
372	Araba	Hombre	65	1	45	0	0	0	0	150	1	Estan ok	Alguna vez	A veces	Nunca	Siempre	Hay demasiados	1	1	0	1
373	Bizkaia	Hombre	68	1	41	0	0	0	0	10	2	Estan ok	Alguna vez	A veces	Nunca	Siempre	Estan ok	1	1	0	0
374	Gipuzkoa	Hombre	71	1	20	0	0	0	0	25	0	Estan ok	Alguna vez	A veces	Nunca	Siempre	Hay que cambiarlos de sitio	0	0	0	0
375	Araba	Mujer	61	1	33	0	0	0	0	4	1	Muy bajos	Nunca	Nunca	Nunca	Siempre	Hay que cambiarlos de sitio	1	0	0	0
376	Gipuzkoa	Mujer	58	1	15	1	0	0	0	80	1	Muy bajos	Alguna vez	Nunca	A veces	Siempre	Hay demasiados	1	1	1	1
377	Bizkaia	Mujer	35	1	16	0	0	0	0	50	0	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Hay que colocar mas	0	0	0	0
378	Gipuzkoa	Mujer	54	1	15	0	0	0	0	250	0	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Estan ok	0	0	0	0
379	Gipuzkoa	Mujer	31	1	13	0	0	0	0	20	0	Estan ok	Nunca	A veces	A veces	Siempre	Hay que colocar mas	0	0	0	0
380	Araba	Hombre	37	1	18	1	0	0	0	400	1	Muy bajos	Alguna vez	A veces	Nunca	Siempre	Estan ok	1	1	0	1
381	Gipuzkoa	Mujer	48	1	28	0	0	0	0	30	0	Estan ok	Nunca	Nunca	A veces	Siempre	Estan ok	0	0	0	0
382	Bizkaia	Hombre	48	1	6	0	0	0	0	50	0	Estan ok	Nunca	Nunca	Nunca	Siempre	Hay que colocar mas	0	0	0	0
383	Bizkaia	Mujer	61	1	33	0	0	0	0	30	0	Estan ok	Nunca	Nunca	Nunca	Siempre	Hay que colocar mas	0	0	0	0
384	Bizkaia	Hombre	49	1	30	0	0	1	0	100	0	Estan ok	Alguna vez	Nunca	Nunca	Siempre	Hay que cambiarlos de sitio	0	0	0	0
385	Gipuzkoa	Mujer	39	1	21	0	0	0	0	200	1	Estan ok	Nunca	Nunca	Nunca	Siempre	Estan ok	1	0	0	0
